,MLS #,Type,Status,Address,City,County,Beds,Baths,Structure Type,Date,List Office Name,Price,PriceChangeType,PriceChangeTitle,Timestamp
,VALO2101276,RES,C/S,22773 Fountain Grove Sq,Brambleton,"Loudoun, VA",2,2/1,Interior Row/Townhouse,07/03/25,Berkshire Hathaway HomeServices PenFed Realty (PFED48),"$420,000",,,2025-07-04 16:13:16
,VAAX2045404,RES,C/S,4065 Taney Ave,Alexandria,"Alexandria City, VA",4,3,Detached,07/03/25,Samson Properties (SAMP25),"$770,000",,,2025-07-04 16:13:16
,VAFX2250832,RES,C/S,1730 Chesterford Way,Mclean,"Fairfax, VA",4,4,Detached,07/03/25,TTR Sothebys International Realty (TTRS3),"$1,650,000",,,2025-07-04 16:13:16
,VAFX2249420,RES,C/S,1740 Proffit Rd,Vienna,"Fairfax, VA",5,3,Detached,07/03/25,KW United (KWR30),"$1,200,000",,,2025-07-04 16:13:16
,VAFX2253522,RES,C/S,6103 Woodmont Rd,Alexandria,"Fairfax, VA",5,4/1,Detached,07/03/25,Coldwell Banker Realty (CBRB54),"$1,750,000",,,2025-07-04 16:13:16
,VAFX2220318,RES,C/S,5608 La Vista Dr,Alexandria,"Fairfax, VA",4,2,Detached,07/03/25,Compass (COMPS7),"$649,900",,,2025-07-04 16:13:16
,VALO2100596,RES,C/S,20657 Maitland Ter,Ashburn,"Loudoun, VA",4,2/1,Interior Row/Townhouse,07/03/25,"Virginia Select Homes, LLC. (VSH1)","$665,000",,,2025-07-04 16:13:16
,VAPW2098674,RES,C/S,14789 Edison Ct,Woodbridge,"Prince William, VA",5,2/2,Detached,07/03/25,Fathom Realty (FTHM3),"$700,000",,,2025-07-04 16:13:16
,VAFX2254238,RES,C/S,15502 Meherrin Dr,Centreville,"Fairfax, VA",4,3/1,Detached,07/03/25,Better Homes and Gardens Real Estate Premier (BHG20),"$975,000",,,2025-07-04 16:13:16
,VAFX2254242,RES,ACT,7203 Mountaineer Dr,Alexandria,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/03/25,"Smart Realty, LLC (CMAR1)","$799,000",,,2025-07-04 16:13:16
,VAFX2253692,RES,C/S,7873 Cranford Farm Cir,Lorton,"Fairfax, VA",4,2/2,Detached,07/03/25,Samson Properties (SAMP1),"$775,000",,,2025-07-04 16:13:16
,VAFX2253826,RES,C/S,8764 Flowering Dogwood Ln,Lorton,"Fairfax, VA",4,3/1,Detached,07/03/25,"EXP Realty, LLC (EXPY4)","$1,099,000",,,2025-07-04 16:13:16
,VAFX2254228,RES,C/S,6621 Wakefield Dr #812,Alexandria,"Fairfax, VA",1,1,Unit/Flat/Apartment,07/03/25,Corcoran McEnearney (MCE1),"$199,000",,,2025-07-04 16:13:16
,VAFX2254226,RES,C/S,5907 Wood Sorrels Ct,Burke,"Fairfax, VA",3,3/1,Twin/Semi-Detached,07/03/25,"NBI Realty, LLC (NBI1)","$699,900",,,2025-07-04 16:13:16
,VALO2101468,RES,C/S,43586 Osage Ct,Ashburn,"Loudoun, VA",4,3/1,Detached,07/03/25,Keller Williams Realty (KWR18),"$925,000",,,2025-07-04 16:13:16
,VAFX2254198,RES,ACT,10412 Woodbury Woods Ct,Fairfax,"Fairfax, VA",4,2/1,Detached,07/03/25,Samson Properties (SAMP4),"$886,000",,,2025-07-04 16:13:16
,VAPW2098744,RES,ACT,9512 Silas Dr,Nokesville,"Prince William, VA",4,3,Detached,07/03/25,RE/MAX Executives (RMAX202),"$670,000",,,2025-07-04 16:13:16
,VAFX2253784,RES,ACT,2046 Blunt Ln,Alexandria,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/03/25,Keller Williams Capital Properties (KWCP3),"$755,000",,,2025-07-04 16:13:16
,VAFX2254222,RES,C/S,11405-R Windleaf Ct #30,Reston,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,07/03/25,"Long & Foster Real Estate, Inc. (LNG78)","$449,888",,,2025-07-04 16:13:16
,VAPW2098742,RES,C/S,8018 Leland Rd,Manassas,"Prince William, VA",4,4/1,Detached,07/03/25,"Spring Hill Real Estate, LLC. (SHIL1)","$920,000",,,2025-07-04 16:13:16
,VAFX2252738,RES,C/S,8006 Hamilton Ln,Alexandria,"Fairfax, VA",5,4/1,Detached,07/03/25,"Long & Foster Real Estate, Inc. (LNG183)","$1,510,000",,,2025-07-04 16:13:16
,VALO2100682,RES,C/S,19363 Mill Dam Pl,Leesburg,"Loudoun, VA",5,4/1,Detached,07/03/25,"Pearson Smith Realty, LLC (PSTH1)","$1,430,000",,,2025-07-04 16:13:22
,VAFX2253604,RES,ACT,5220 Gainsborough Dr,Fairfax,"Fairfax, VA",4,2/0,Detached,07/03/25,"Long & Foster Real Estate, Inc. (LNG93)","$989,500",,,2025-07-04 16:13:22
,VALO2101132,RES,C/S,802 Casla Ct SE,Leesburg,"Loudoun, VA",4,3/1,Detached,07/03/25,Redfin Corporation (REFC1),"$997,000",,,2025-07-04 16:13:22
,VAFX2254204,RES,C/S,7761 Asterella Ct,Springfield,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Classic Realty LTD (CLSS1),"$665,000",,,2025-07-04 16:13:22
,VAAX2047284,RES,ACT,925 N Fairfax Street #1203,Alexandria,"Alexandria City, VA",2,2/0,Penthouse Unit/Flat/Apartment,07/03/25,KW Metro Center (KWR19),"$1,275,000",,,2025-07-04 16:13:22
,VAAR2059968,RES,ACT,4241 Columbia Pike #305,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,07/03/25,Compass (COMPS6),"$225,000",,,2025-07-04 16:13:22
,VALO2101356,RES,C/S,42262 Sand Pine Pl,Chantilly,"Loudoun, VA",5,4/1,Detached,07/03/25,Realty ONE Group Capital (ROGC1),"$1,099,900",,,2025-07-04 16:13:22
,VAFX2253780,RES,C/S,13032 Cobble Ln,Clifton,"Fairfax, VA",3,3/1,End of Row/Townhouse,07/03/25,Samson Properties (SAMP1),"$749,900",,,2025-07-04 16:13:22
,VAFX2248398,RES,C/S,8385-H Brockham Dr #H,Alexandria,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,07/03/25,Coldwell Banker Realty (CBRB54),"$290,000",,,2025-07-04 16:13:22
,VAAX2047110,RES,ACT,801 S Pitt St #326,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/03/25,"Weichert, REALTORS (WEI69)","$465,000",,,2025-07-04 16:13:22
,VAFX2253718,RES,C/S,12399 Brown Fox Way,Reston,"Fairfax, VA",4,3/1,Detached,07/03/25,Ikon Realty (IKON6),"$1,049,900",,,2025-07-04 16:13:22
,VAFX2253866,RES,C/S,12101 Green Ledge Ct #33,Fairfax,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/03/25,Samson Properties (SAMP1),"$395,000",,,2025-07-04 16:13:22
,VAFX2253168,RES,C/S,9750 Vale Rd NW,Vienna,"Fairfax, VA",5,3,Detached,07/03/25,Samson Properties (SAMP1),"$1,250,000",,,2025-07-04 16:13:22
,VAFX2252518,RES,ACT,5632 Ridge View Dr,Alexandria,"Fairfax, VA",3,2/2,End of Row/Townhouse,07/03/25,KW Metro Center (KWR17),"$710,000",,,2025-07-04 16:13:22
,VAAR2060310,RES,ACT,3004 S Columbus St S #A2,Arlington,"Arlington, VA",2,2/0,Unit/Flat/Apartment,07/03/25,KW Metro Center (KWR9),"$610,000",,,2025-07-04 16:13:22
,VAAR2056176,RES,CLS,3427 N Edison St N,Arlington,"Arlington, VA",4,3,Detached,07/02/25,Non Subscribing Office (NON1),"$1,400,000",up,Price Increase,2025-07-04 16:13:22
,VAFX2253650,RES,C/S,1092 Loran Ct,Great Falls,"Fairfax, VA",4,2/1,Detached,07/03/25,"Long & Foster Real Estate, Inc. (LNG86)","$1,250,000",,,2025-07-04 16:13:22
,VAFX2241224,RES,C/S,14427 Manassas Gap Ct,Centreville,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/03/25,Samson Properties (SAMP1),"$559,000",,,2025-07-04 16:13:22
,VALO2101446,RES,ACT,21029 Timber Ridge Ter #302,Ashburn,"Loudoun, VA",2,1,Penthouse Unit/Flat/Apartment,07/03/25,S5 Realty LLC (SFREAL1),"$349,900",,,2025-07-04 16:13:22
,VALO2101416,RES,C/S,102 Roy Ct SE,Leesburg,"Loudoun, VA",5,4,Detached,07/03/25,"Long & Foster Real Estate, Inc. (LNG73)","$915,000",,,2025-07-04 16:13:22
,VAFX2254192,RES,CLS,3705 S George Mason Dr S #1113-S,Falls Church,"Fairfax, VA",2,1/1,Unit/Flat/Apartment,06/27/25,Non Subscribing Office (NON1),"$300,000",down,Price Decrease,2025-07-04 16:13:22
,VAFX2254086,RES,T/O,5439 Ashleigh Rd,Fairfax,"Fairfax, VA",4,3/1,Detached,07/03/25,Samson Properties (SAMP9),"$1,200,000",,,2025-07-04 16:13:22
,VAFX2254182,RES,ACT,10842 Cedar Ave,Fairfax,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Monument Sotheby's International Realty (MONUM1),"$799,950",down,Price Decrease,2025-07-04 16:13:22
,VAPW2098546,RES,C/S,2044 Scarlet Pine Rd,Dumfries,"Prince William, VA",4,2/1,Detached,07/03/25,Samson Properties (SAMP5),"$825,000",,,2025-07-04 16:13:22
,VAFX2254130,RES,ACT,8071 Nicosh Circle Ln #52,Falls Church,"Fairfax, VA",2,2,Interior Row/Townhouse,07/03/25,Century 21 Accent Homes (CENT42),"$515,000",,,2025-07-04 16:13:22
,VAFX2239118,RES,CLS,5506 Kendrick Ln,Burke,"Fairfax, VA",3,1/2,Interior Row/Townhouse,06/09/25,Non Subscribing Office (NON1),"$436,000",up,Price Increase,2025-07-04 16:13:28
,VAFX2254172,RES,C/S,6207 Gemini Ct,Burke,"Fairfax, VA",4,2,Detached,07/03/25,"Smart Realty, LLC (CMAR1)","$675,000",,,2025-07-04 16:13:28
,VAFX2253530,RES,ACT,1675 Bandit Loop #103B,Reston,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/03/25,"Long & Foster Real Estate, Inc. (LNG83)","$579,500",,,2025-07-04 16:13:28
,VAPW2098728,RES,ACT,3840 Koval Ln,Woodbridge,"Prince William, VA",3,2/1,Detached,07/03/25,Samson Properties (SAMP1),"$539,990",,,2025-07-04 16:13:28
,VAFX2253716,RES,C/S,2533 Remington St,Falls Church,"Fairfax, VA",4,3,Detached,07/03/25,"Weichert, REALTORS (WEI70)","$935,000",,,2025-07-04 16:13:28
,VAPW2096584,RES,C/S,7604 Jade Dr,Gainesville,"Prince William, VA",5,4/1,Detached,07/03/25,"LPT Realty, LLC (LPT1)","$975,000",,,2025-07-04 16:13:28
,VAFX2254168,RES,ACT,13310 Point Rider Ln,Herndon,"Fairfax, VA",5,3,Detached,07/03/25,Samson Properties (SAMP1),"$745,000",,,2025-07-04 16:13:28
,VAFX2253720,RES,C/S,8220 Crestwood Heights Dr #618,Mclean,"Fairfax, VA",1,1,Unit/Flat/Apartment,07/03/25,Redfin Corporation (REFC1),"$455,000",,,2025-07-04 16:13:28
,VAAR2060340,RES,ACT,3170 N Pollard St,Arlington,"Arlington, VA",3,2,Detached,07/03/25,"RE/MAX Distinctive Real Estate, Inc. (RMAX5)","$1,250,000",,,2025-07-04 16:13:28
,VALO2101434,RES,C/S,43187 Rockfield Ct,Ashburn,"Loudoun, VA",5,3/1,Other,07/03/25,Creating Legacy Wealth Real Estate (CLWRE1),"$1,150,000",,,2025-07-04 16:13:28
,VALO2101334,RES,CLS,1037 Venifena Ter SE,Leesburg,"Loudoun, VA",3,3/1,End of Row/Townhouse,06/24/25,Non Subscribing Office (NON1),"$799,535",,,2025-07-04 16:13:28
,VAFX2249182,RES,C/S,10912 Blue Roan Rd,Oakton,"Fairfax, VA",4,3/1,Detached,07/03/25,"Pearson Smith Realty, LLC (PSTH1)","$1,140,000",,,2025-07-04 16:13:28
,VAFX2253658,RES,C/S,7925 Falstaff Rd,Mclean,"Fairfax, VA",6,6/1,Detached,07/03/25,Keller Williams Realty (KWR21),"$3,500,000",,,2025-07-04 16:13:28
,VAFX2252802,RES,C/S,11467 Washington Plaza W,Reston,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Compass (COMPS6),"$815,000",,,2025-07-04 16:13:28
,VAPW2098338,RES,C/S,12202 Harbor Dr,Woodbridge,"Prince William, VA",4,3,Detached,07/03/25,KW Metro Center (KWR19),"$690,000",,,2025-07-04 16:13:28
,VAFX2243774,RES,ACT,2504 Buckelew Dr,Falls Church,"Fairfax, VA",4,3/1,Detached,07/03/25,"EXP Realty, LLC (EXPY4)","$1,650,000",,,2025-07-04 16:13:28
,VAFX2253010,RES,ACT,11990 Market St #603,Reston,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/03/25,"Weichert, REALTORS (WEI40)","$825,000",,,2025-07-04 16:13:28
,VAFX2253732,RES,C/S,5209 Dunstable Ln,Alexandria,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/03/25,"Long & Foster Real Estate, Inc. (LNG8)","$699,900",,,2025-07-04 16:13:28
,VAAX2047276,RES,C/S,3221 Valley Dr #712,Alexandria,"Alexandria City, VA",2,1,Unit/Flat/Apartment,07/03/25,Coldwell Banker Realty (CBRB54),"$399,000",,,2025-07-04 16:13:28
,VAAX2047242,RES,ACT,625 Slaters Ln #G4,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/03/25,"ANR Realty, LLC (ANRR1)","$454,900",,,2025-07-04 16:13:28
,VAFX2253868,RES,C/S,13768 Laurel Rock Dr,Clifton,"Fairfax, VA",4,3/1,Detached,07/03/25,Keller Williams Realty (KWR8),"$885,000",,,2025-07-04 16:13:28
,VAAR2060158,RES,ACT,900 N Taylor St #1416,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/03/25,Samson Properties (SAMP33),"$399,000",,,2025-07-04 16:13:28
,VAAX2047272,RES,C/S,2500 N Van Dorn St #1226,Alexandria,"Alexandria City, VA",2,1/0,Unit/Flat/Apartment,07/03/25,Keller Williams Realty Centre (KWR15),"$285,000",,,2025-07-04 16:13:28
,VAFX2253322,RES,ACT,6013 Independence Way,Alexandria,"Fairfax, VA",2,2/1,End of Row/Townhouse,07/03/25,RLAH @properties (RLAH3),"$499,000",,,2025-07-04 16:13:28
,VAFX2253426,RES,C/S,7826 Harrowgate Cir #120,Springfield,"Fairfax, VA",1,1,Other,07/03/25,KW Metro Center (KWR19),"$310,000",,,2025-07-04 16:13:28
,VAPW2098710,RES,C/S,10739 Hinton Way,Manassas,"Prince William, VA",3,3/1,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$560,000",,,2025-07-04 16:13:33
,VAFX2254010,RES,C/S,5518 Kathleen Pl,Springfield,"Fairfax, VA",3,1/1,Detached,07/03/25,"Long & Foster Real Estate, Inc. (LNG79)","$650,000",,,2025-07-04 16:13:33
,VAPW2098232,RES,C/S,5067 Anchorstone Dr #5067,Woodbridge,"Prince William, VA",2,2/1,Interior Row/Townhouse,07/03/25,KW Metro Center (KWR17),"$350,000",,,2025-07-04 16:13:33
,VAFX2248932,RES,C/S,6813 Lamp Post Ln,Alexandria,"Fairfax, VA",4,3,Detached,07/03/25,Redfin Corporation (REFC1),"$800,000",,,2025-07-04 16:13:33
,VAFX2253994,RES,C/S,1975 Lakeport Way,Reston,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/03/25,"EXP Realty, LLC (EXPY1)","$1,405,000",,,2025-07-04 16:13:33
,VALO2100866,RES,C/S,41594 Hepatica Ct,Ashburn,"Loudoun, VA",7,5,Detached,07/03/25,Keller Williams Realty (KWR18),"$1,749,888",,,2025-07-04 16:13:33
,VAFX2253484,RES,ACT,9115 Steven Irving Ct,Springfield,"Fairfax, VA",4,2/1,Detached,07/03/25,RE/MAX Allegiance (RMAX27),"$850,000",,,2025-07-04 16:13:33
,VAFX2253790,RES,C/S,5271 Tractor Ln,Fairfax,"Fairfax, VA",5,4/1,Detached,07/03/25,Keller Williams Realty (KWR21),"$1,175,000",,,2025-07-04 16:13:33
,VAAR2058422,RES,C/S,2420 N Taylor St,Arlington,"Arlington, VA",4,3/0,Detached,07/03/25,Compass (COMPS6),"$1,327,000",,,2025-07-04 16:13:33
,VAFX2247016,RES,C/S,5518 Moultrie Rd,Springfield,"Fairfax, VA",3,3,Detached,07/03/25,"Washington Fine Properties, LLC (WFP4)","$730,000",,,2025-07-04 16:13:33
,VAFX2253598,RES,ACT,650 Walker Rd,Great Falls,"Fairfax, VA",3,1,Detached,07/03/25,Coldwell Banker Realty (CBRB150),"$799,000",,,2025-07-04 16:13:33
,VAFX2253956,RES,ACT,12413 English Garden Ct,Herndon,"Fairfax, VA",5,4/1,Detached,07/03/25,RE/MAX Allegiance (RMAX27),"$1,755,000",,,2025-07-04 16:13:33
,VAFX2253936,RES,C/S,3321 Buckeye Ln,Fairfax,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$620,000",,,2025-07-04 16:13:33
,VALO2101062,RES,C/S,22602 Welborne Manor Sq,Ashburn,"Loudoun, VA",3,2/1,Interior Row/Townhouse,07/03/25,"Pearson Smith Realty, LLC (PSTH1)","$725,000",,,2025-07-04 16:13:33
,VAAR2060314,RES,C/S,1024 N Utah St #116,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/03/25,Coldwell Banker Realty (CBRB47),"$579,000",,,2025-07-04 16:13:33
,VAAR2060056,RES,ACT,2030 N Vermont St #304,Arlington,"Arlington, VA",1,1/0,Unit/Flat/Apartment,06/27/25,Compass (COMPS1),"$225,000",,,2025-07-04 16:13:33
,VAFX2253766,RES,C/S,5231 Pleasure Cove Ct,Alexandria,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Corcoran McEnearney (MCE1),"$570,000",,,2025-07-04 16:13:33
,VALO2101402,RES,C/S,20810 Noble #205,Sterling,"Loudoun, VA",3,2,Unit/Flat/Apartment,07/03/25,"Long & Foster Real Estate, Inc. (LNG83)","$510,000",,,2025-07-04 16:13:33
,VAAX2046892,RES,C/S,132 N Gladden St N,Alexandria,"Alexandria City, VA",5,3/0,Detached,07/03/25,"Weichert, REALTORS (WEI58)","$799,000",,,2025-07-04 16:13:33
,VAFX2253696,RES,ACT,204 River Park Dr,Great Falls,"Fairfax, VA",5,4/1,Detached,07/03/25,Serhant (SERH2),"$2,350,000",,,2025-07-04 16:13:33
,VAAX2047232,RES,C/S,4689 Kirkpatrick Ln,Alexandria,"Alexandria City, VA",3,3/1,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$825,000",,,2025-07-04 16:13:33
,VAFX2245570,RES,C/S,7620 Willow Point Dr #7620,Falls Church,"Fairfax, VA",2,2,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$430,000",,,2025-07-04 16:13:33
,VAFX2253830,RES,ACT,5501 Woodlawn Manor Ct,Alexandria,"Fairfax, VA",4,3/1,End of Row/Townhouse,07/03/25,M.O. Wilson Properties (MOW1),"$560,000",,,2025-07-04 16:13:33
,VAFX2253840,RES,ACT,6026 Haverhill Ct,Springfield,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,RE/MAX Realty Group (RMAX1002),"$629,000",,,2025-07-04 16:13:33
,VALO2100812,RES,C/S,42860 Golf View Dr,Chantilly,"Loudoun, VA",3,3/1,End of Row/Townhouse,07/03/25,Keller Williams Realty (KWR8),"$589,900",,,2025-07-04 16:13:33
,VAAR2060282,RES,C/S,1021 N Garfield St #118,Arlington,"Arlington, VA",0,1,Unit/Flat/Apartment,07/03/25,Keller Williams Capital Properties (KWCP3),"$412,500",,,2025-07-04 16:13:39
,VAFX2253430,RES,C/S,3027 White Birch Ct,Fairfax,"Fairfax, VA",4,3/1,Interior Row/Townhouse,07/03/25,Corcoran McEnearney (ATOK3),"$775,000",,,2025-07-04 16:13:39
,VAAR2060272,RES,C/S,3409 Wilson Blvd #513,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,07/03/25,KW United (KWR30),"$510,000",,,2025-07-04 16:13:39
,VAFX2253476,RES,ACT,1538 Forest Ln,Mclean,"Fairfax, VA",7,6/1,Detached,07/03/25,Compass (COMPS4),"$4,499,000",,,2025-07-04 16:13:39
,VALO2101246,RES,C/S,43199 Burstall Ct,Leesburg,"Loudoun, VA",4,3/1,Detached,07/03/25,Keller Williams Realty (KWR18),"$950,000",,,2025-07-04 16:13:39
,VAFX2252922,RES,C/S,2665 Prosperity Ave #440,Fairfax,"Fairfax, VA",2,1/0,Penthouse Unit/Flat/Apartment,07/03/25,"Real Broker, LLC - Gaithersburg (REKL4)","$470,000",,,2025-07-04 16:13:39
,VAFX2253848,RES,C/S,2911 Deer Hollow Way #118,Fairfax,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,07/03/25,Richey Real Estate Services (RCHY1),"$445,000",,,2025-07-04 16:13:39
,VAFX2250508,RES,ACT,8702 Pappas Way,Annandale,"Fairfax, VA",4,2/1,Detached,07/03/25,eXp Realty LLC (EXPY12),"$1,074,888",,,2025-07-04 16:13:39
,VAFX2253172,RES,C/S,8721 Waterford Rd,Alexandria,"Fairfax, VA",5,3/1,Detached,07/03/25,Redfin Corporation (REFC1),"$998,000",,,2025-07-04 16:13:39
,VAAR2060304,RES,ACT,808 S Arlington Mill Dr #9-202,Arlington,"Arlington, VA",2,1,Unit/Flat/Apartment,07/03/25,United Real Estate (URLE1),"$300,000",,,2025-07-04 16:13:39
,VALO2101396,RES,C/S,530 Covington Ter NE,Leesburg,"Loudoun, VA",4,3/1,Interior Row/Townhouse,07/03/25,Ikon Realty (IKON6),"$559,000",,,2025-07-04 16:13:39
,VAFX2252536,RES,C/S,6603 Briar Hill Ct,Mclean,"Fairfax, VA",5,5,Detached,07/03/25,Keller Williams Realty (KWR21),"$1,950,000",,,2025-07-04 16:13:39
,VAFX2253548,RES,C/S,2626 Farmington Dr,Alexandria,"Fairfax, VA",2,1/1,Twin/Semi-Detached,07/03/25,Samson Properties (SAMP4),"$519,900",,,2025-07-04 16:13:39
,VAFX2253316,RES,C/S,6388 Andrew Matthew Ter,Springfield,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$559,900",,,2025-07-04 16:13:39
,VAFX2253694,RES,ACT,11858 S Lakes Ct,Reston,"Fairfax, VA",3,3/1,End of Row/Townhouse,07/04/25,"EXP Realty, LLC (EXXPR1)","$650,000",,,2025-07-04 16:13:39
,VAAR2059894,RES,C/S,1101 S Arlington Ridge Rd #214,Arlington,"Arlington, VA",2,2/1,Unit/Flat/Apartment,07/03/25,Century 21 Redwood Realty (CENT123),"$630,000",,,2025-07-04 16:13:39
,VALO2101020,RES,C/S,16943 Heather Knolls Pl,Hamilton,"Loudoun, VA",4,4/1,Detached,07/03/25,Berkshire Hathaway HomeServices PenFed Realty (PFED19),"$1,250,000",,,2025-07-04 16:13:39
,VAPW2098574,RES,ACT,13283 Kenny Rd,Woodbridge,"Prince William, VA",4,2/2,Detached,07/03/25,Property Collective (PROPCOL1),"$650,000",,,2025-07-04 16:13:39
,VAFX2253814,RES,C/S,9333 Raintree Rd,Burke,"Fairfax, VA",5,3,Detached,07/03/25,Samson Properties (SAMP1),"$975,000",,,2025-07-04 16:13:39
,VAFX2250446,RES,C/S,7400 Braddock Rd,Annandale,"Fairfax, VA",3,3,Detached,07/03/25,Redfin Corporation (REFC1),"$890,000",,,2025-07-04 16:13:39
,VALO2101372,RES,C/S,20152 Boxwood Pl,Ashburn,"Loudoun, VA",4,3/1,Detached,07/03/25,Samson Properties (SAMP1),"$1,125,000",,,2025-07-04 16:13:39
,VAAX2046934,RES,C/S,3101 N Hampton Dr #1519,Alexandria,"Alexandria City, VA",0,1,Unit/Flat/Apartment,07/03/25,Redfin Corporation (REFC1),"$255,000",,,2025-07-04 16:13:39
,VAFX2253822,RES,C/S,11900 Fieldthorn Ct,Reston,"Fairfax, VA",2,2,End of Row/Townhouse,07/03/25,Samson Properties (SAMP4),"$520,000",,,2025-07-04 16:13:39
,VAFX2253824,RES,ACT,4013 Javins Dr,Alexandria,"Fairfax, VA",4,2,Detached,07/03/25,Compass (COMPS7),"$724,900",,,2025-07-04 16:13:39
,VAFX2250996,RES,C/S,8303 Carnegie Dr,Vienna,"Fairfax, VA",4,3/1,Detached,07/03/25,Keller Williams Capital Properties (KWCP3),"$970,000",,,2025-07-04 16:13:39
,VALO2100908,RES,ACT,19327 Diamond Lake Dr,Leesburg,"Loudoun, VA",3,2/1,End of Row/Townhouse,07/03/25,"EXP Realty, LLC (EXPY4)","$574,990",,,2025-07-04 16:13:45
,VAFX2253820,RES,C/S,6901 Huntsman Blvd,Springfield,"Fairfax, VA",4,2/1,Detached,07/03/25,Samson Properties (SAMP6),"$809,999",,,2025-07-04 16:13:45
,VALO2097618,RES,ACT,44469 Blueridge Meadows Dr,Ashburn,"Loudoun, VA",3,2/0,Detached,05/21/25,Keller Williams Realty (KWR18),"$800,000",,,2025-07-04 16:13:45
,VALO2101376,RES,ACT,17115 Simpson Cir,Paeonian Springs,"Loudoun, VA",4,3,Detached,07/03/25,Coldwell Banker Realty (CBRB46),"$1,225,000",,,2025-07-04 16:13:45
,VAFX2253810,RES,C/S,1650 Kirby Rd,Mclean,"Fairfax, VA",4,4/1,Detached,07/03/25,Samson Properties (SAMP5),"$1,300,000",,,2025-07-04 16:13:45
,VAFX2253374,RES,ACT,6437 Richmond Hwy #203,Alexandria,"Fairfax, VA",2,1,Unit/Flat/Apartment,07/03/25,KW Metro Center (KWR9),"$239,900",,,2025-07-04 16:13:45
,VAAX2046426,RES,C/S,1745 N Cliff St N,Alexandria,"Alexandria City, VA",2,2/0,Interior Row/Townhouse,07/03/25,Keller Williams Capital Properties (KWCP3),"$750,000",,,2025-07-04 16:13:45
,VAFX2252732,RES,C/S,14044 Sunrise Valley Drive,Herndon,"Fairfax, VA",3,3,Interior Row/Townhouse,07/03/25,Coldwell Banker Elite (CBE10),"$640,000",,,2025-07-04 16:13:45
,VALO2100670,RES,C/S,100 N Cameron St,Sterling,"Loudoun, VA",5,4/2,Detached,07/03/25,RE/MAX Allegiance (RMAX27),"$824,888",,,2025-07-04 16:13:45
,VAFX2252292,RES,C/S,11681 Gilman Ln,Herndon,"Fairfax, VA",4,4/1,Detached,07/03/25,Property Collective (PROPCOL1),"$1,274,900",,,2025-07-04 16:13:45
,VAFX2249968,RES,ACT,1013 Moorefield Hill Grv SW,Vienna,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/03/25,"RE/MAX Gateway, LLC (RMAX154)","$749,900",,,2025-07-04 16:13:45
,VAFX2253802,RES,ACT,14124 Gypsum Loop #70,Chantilly,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/03/25,Samson Properties (SAMP1),"$755,000",,,2025-07-04 16:13:45
,VALO2101388,RES,ACT,420 Heronwood Ct,Purcellville,"Loudoun, VA",4,2/1,Detached,07/04/25,Century 21 Redwood Realty (RDWG7),"$799,900",,,2025-07-04 16:13:45
,VAFX2242652,RES,C/S,12293 Sessile Cmns,Fairfax,"Fairfax, VA",3,3/2,End of Row/Townhouse,07/03/25,CENTURY 21 New Millennium (CENT2007),"$975,000",,,2025-07-04 16:13:45
,VAPW2098678,RES,C/S,14436 Filarete St,Woodbridge,"Prince William, VA",3,1/1,Interior Row/Townhouse,07/03/25,Samson Properties (SAMP4),"$375,000",,,2025-07-04 16:13:45
,VALO2101254,RES,C/S,1014 Brethour Ct #207,Sterling,"Loudoun, VA",3,3/1,Interior Row/Townhouse,07/03/25,Samson Properties (SAMP1),"$439,900",,,2025-07-04 16:13:45
